编号,短信内容（法语）,"标签(1=垃圾,0=正常)",类别,备注
FR0424,"Habituellement, le corps prend soin de lui acheter en s'assurant qu'il ne progresse pas. Pouvons-nous poursuivre cette discussion le samedi.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0425,Faut-il réserver un pas hein? Donc aller au yoga basique le dimanche?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0426,"Bonne nuit, dors bien! Je viens de voir l'Exorcisme d'Emily Rose et je ne dormirai peut-être plus jamais!",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0427,Retour 2 travail 2morro demi-terme plus! Est-ce que U C me 2nite 4 quelque passion sexy B4 J'ai 2 retour? Chat MAINTENANT 09099726481 Luv DENA Appels £1/minMobsmoreLKPOBOX177HP51FL,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0428,Votre bon B4U w/c 27/03 est MARSMS. Connectez-vous sur www.B4Utele.com pour bénéficier d'un crédit de réduction.,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0429,Peut-être approuver le panalam... mais il devrait avoir plus de postes..,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0430,Prends une photo et envoie-la-moi.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0431,Dois-je envoyer cet exe à votre id mail.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0432,Je suis à la maison...,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0433,"Venez autour de &lt;DECIMAL&gt; pm vikky..i'm otside nw, il vient à l'heure",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0434,SEIGNEUR DES RINGS:RETURNE DU ROI en magasin MAINTENANT!REPLY LOTR avant le 2 juin 4 Chance 2 WIN LOTR bande son CDs StdTxtRate. Répondre STOP à fin txts,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0435,Cuz a imité et ne veut pas étudier.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0436,Je n'ai rien d'autre...,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0437,S:)mais il a eu un peu de chance.2 captures descendues:),0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0438,Quelqu'un a contacté notre service de rencontres et est entré dans votre téléphone parce qu'ils vous veulent! Pour savoir qui c'est appeler d'une ligne fixe 09111032124. PoBox12n146tf150p,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0439,Da est bon joueur. Pourquoi il est invendu.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0440,U=ve Bin a remporté £50 pour jouer 4 cash instantanée. Appelez 08715203028 pour réclamer. CHAQUE 9e joueur gagne Min £50-£500. OptOut 08718727870,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0441,"Update_Now - Offre Xmas! Dernier Motorola, SonyEricsson & Nokia & Bluetooth GRATUIT! Double Mins & 1000 Txt sur Orange. Appelez MobileUpd8 au 08000839402 ou call2optout/F4Q=",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0442,Ok set let u noe e details plus tard...,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0443,"Mieux que bb. S'il ne veut pas l'utiliser, sa femme le fera ou leur médecin",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0444,Dois-je demander une chose si vous ne m'erreurz pas.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0445,"Bonjour. Ils vont au pub du village à 8 heures, donc soit venez ici, soit là-bas en conséquence.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0446,J'espère que vous avez apprécié votre nouveau contenu. text stop to 61610 to unsubscribe. help:08712400602450p Offert par tones2you.co.uk,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0447,Vous ne pouvez pas obtenir de crédit? Appelez gratuitement 0800 195 6669 ou text back 'help' & we will!,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0448,"Aujourd'hui, les numéros Voda se terminant à 7548 sont sélectionnés pour recevoir une indemnité de 350 $. Si vous avez une correspondance, veuillez composer le 08712300220 citant le code de réclamation 4041 application taux standard",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0449,Belle Vérité contre la Gravité.. Lisez attentivement : « Notre cœur sent la lumière quand quelqu'un est dedans.. Mais il se sent très lourd quand quelqu'un la quitte.. » BONNE NUIT,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0450,Pourquoi n'allez-vous pas dire à votre ami que vous n'êtes pas sûr de vouloir vivre avec lui parce qu'il fume trop puis passer des heures à le supplier de venir fumer,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0451,Comment. C'est un peu difficile mais c'est une façon simple d'entrer dans cet endroit,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0452,Je m'inquiétais pour vous. Sachez juste qu'une personne merveilleuse et bienveillante comme vous n'aura que le meilleur dans la vie. Sachez que u r merveilleux et l'amour de Dieu est à vous.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0453,Bonjour 07734396839 IBH Offre de fidélité à la clientèle: Le nouveau NOKIA6600 Mobile à partir de SEULEMENT £10 à TXTAUCTION!Txt mot: START to No:81151 & get yours Now!4T&,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0454,Valentines Day Special! Gagnez plus de £1000 dans notre quiz et prenez votre partenaire sur le voyage d'une vie! Envoyer GO à 83600 maintenant. 150p/msg rcvd. CustCare:0871872001,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0455,Je ne veux pas entendre la philosophie.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0456,Prix XMAS tirages! Nous essayons de contacter U. Todays tirage montre que vous avez gagné un £2000 prix GARANTIEED. Appelez 09058094565 de ligne terrestre. Valable 12hrs seulement,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0457,Mais vraiment drôle lor wat... puis u shd haf courir plus courte distance wat...,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0458,WIN une année fourniture de CD 4 un magasin de choix d'une valeur de £500 et entrez notre £100 tirage hebdomadaire txt MUSIC à 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0459,"Bonjour amant-boy! Comment va votre journée? Toute chance est venue à votre chemin? Je pense à vous, ma chérie et envoyer mon amour à travers la mer pour vous faire sourire et heureux",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0460,"Tu te rends compte qu'en 40 ans, on aura des milliers de vieilles dames qui courent avec des tatouages?",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0461,"J'y arriverai à 3 h, sauf si vous voulez que je vienne plus tôt.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0462,"JEUX GRATUITS. Obtenez Rayman Golf 4 GRATUITEMENT à partir de l'arcade de jeux O2. 1er obtenir les paramètres de jeux UR. Répondre POST, puis enregistrer & activ8. Appuyez sur 0 clé pour Arcade.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0463,Ne pas b floppy... b snappy & happy! Seul le service de chat gay avec téléchargement photo appelle 08718730666 (10p/min). 2 arrêtons nos textes téléphone 08712460324,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0464,Lol ok votre pardon :),0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0465,"Oh, mon amour, c'est bon de t'entendre. Omg Je t'ai tellement manqué aujourd'hui. Je suis désolé que tu aies des problèmes avec le fournisseur, mais merci de m'avoir frappé.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0466,Pony £350 prix - Todays Les numéros Voda se terminant par XXXX sont sélectionnés pour recevoir une bourse £350. Si vous avez une correspondance s'il vous plaît appelez 08712300220 citant le code de réclamation 3100 taux standard app,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0467,Je ne peux plus vous déranger.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0468,"Urgent! Nous avons 800 vols GRATUITS vers l'Europe pour donner, appelez B4 10th Sept & prendre un ami 4 GRATUIT. Appelez maintenant pour réclamer le 09050000555. BA128NNFWFLY150ppm",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0469,Je suis chaud n horny et je veux vivre local pour vous - text une réponse pour entendre strt retour de moi 150p par msg Netcollex LtdAideDesk: 02085076972 réponse Stop to end,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0470,Préparez votre jardin pour l'été avec une sélection GRATUITE de bulbes d'été et de graines d'une valeur de £33:50 seulement avec The Scotsman ce samedi. Pour arrêter go2 notxt.co.uk,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0471,Aussi andros glace etc etc,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0472,"Avez-vous entendu parler de la nouvelle ""Divorce Barbie""? Il vient avec tous les trucs de Ken!",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0473,Prêts à toute fin même si vous avez un mauvais crédit! Locataires Bienvenue. Appelez NoWorriesLoans.com sur 08717111821,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0474,Prêt à tout usage £500 - £75 000. Accueil des propriétaires + locataires. Avez-vous déjà été refusé? Nous pouvons encore aider. Appelez gratuitement 0800 1956669 ou retour de texte 'aide',1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0475,"En tant que client apprécié, je suis heureux de vous informer qu'à la suite d'un récent examen de votre Mob No. vous êtes récompensé avec un Prix Bonus £1500, appelez 09066364589",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0476,"Vous avez gagné?1 000 espèces ou un?2 000 prix! Pour réclamer, composez le09050000327. T&C: RSTM, SW7 3SS. 150ppm",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0477,U 447801259231 ont un admirateur secret qui cherche 2 prendre contact avec U-find qui ils R*revel qui pense UR si spécial-appel sur 09058094597,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0478,K.i enverra &lt;#&gt; min:),0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0479,"Les gens portent des t-shirts, des pulls, des chapeaux, des ceintures, c'est tout ce qu'on sait.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0480,UR a décerné une City Break et pourrait WIN une vente d'été £200 spree chaque WK. Txt STORE à 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50parWKsub,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0481,"WINNER!! En tant que client de réseau apprécié, vous avez été sélectionné pour recevoir une récompense de £900! Pour réclamer un appel 09061701461. Code de réclamation KL341. Valable 12 heures seulement.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0482,"Combattre avec le monde est facile, u soit gagner ou perdre bt combatng avec quelque1 qui est proche de u est dificult si u perdre - u perdre si u gagner - u toujours perdre.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0483,"C'est le truc avec les singes, tu peux te battre jusqu'à la mort pour garder quelque chose, mais à la minute où ils l'ont quand tu lâches, c'est ça!",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0484,Ur cash-sole est actuellement 500 livres - pour maximiser ur cash-in maintenant envoyer GO à 86688 seulement 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0485,"Réclamez un 200 shopping spree, il suffit d'appeler 08717895698 maintenant! Avez-vous gagné! MobStoreQuiz10ppm",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0486,Vous avez gagné un prix garanti £200 ou même £1000 pour réclamer UR prix appel gratuit sur 08000407165 (18+) 2 stop getstop sur 88222 PHP,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0487,"Nouveaux Mobiles à partir de 2004, DOIVENT GO! Txt: NOKIA to No: 89545 & collectionner le vôtre aujourd'hui! À partir de UNIQUEMENT £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0488,Lemme sait ce qui se passe.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0489,S.i pense qu'il est un gâchis pour Rr..,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0490,Free Top sonnerie -sous-sub-hebdomadaire sonnerie-obt 1st week free-send SUBPOLY à 81618-?3 par semaine-stop sms-08718727870,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0491,Des histoires sales et des GIRLS en attente de votre,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0492,Profitez du jamster videosound gold club avec vos crédits pour 2 nouvelles videosounds+ logos+musicnews! obtenez plus de plaisir de jamster.co.uk! 16+seulement Aide? appelez: 09701213186,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0493,**MESSAGE DE FREE**Merci d'avoir utilisé le service d'abonnement aux enchères. 18. 150p/MSGRCVD 2 Sauter une enchère txt OUT. 2 Désabonnement txt STOP CustomerCare 08718726270,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0494,Panasonic & BluetoothHdset GRATUIT. Nokia GRATUIT. Motorola Gratuit & DoubleMins & DoubleTxt sur contrat Orange. Appelez MobileUpd8 au 08000839402 ou appelez 2optout,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0495,Voulez-vous un nouveau Nokia 3510i couleur téléphone livré demain? Avec 200 minutes gratuit à n'importe quel mobile + 100 texte gratuit + caméscope gratuit Répondre ou appeler 8000930705,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0496,Ravi de vous avoir parlé! N'oubliez pas mon pix :) Je veux vous voir tous...,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0497,Espèce d'incroyable faglord,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0498,"Je veux de la neige, il fait froid et venteux.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0499,Dis à Rob de s'emparer de son gf dans le théâtre.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0500,"URGENT! Votre Mobile No 07808726822 a reçu un prix Bonus Caller de £2,000 le 02/09/03! C'est notre 2e tentative de vous contacter! Appelez 0871-872-9758 BOX95QU",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0501,Pourquoi tu me parles comme un alias?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0502,HMV BONUS SPECIAL 500 livres de véritables bons HMV à gagner. Il suffit de répondre à 4 questions faciles. Jouez maintenant! Envoyer HMV à 86688 Plus d'infos:www.100percent-real.com,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0503,Quand est votre émission de radio?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0504,07732584351 - Rodger Burns - MSG = Nous avons essayé de vous appeler re votre réponse à nos sms pour un mobile nokia gratuit + caméscope gratuit. Veuillez appeler au 08000930705 pour la livraison demain,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0505,URGENT C'est notre 2e tentative de contacter U. Votre prix £900 de YESTERDAY est toujours en attente de collecte.,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0506,"URGENT!! Votre 4* Costa Del Sol Holiday or £5000 wait collection. Appelez 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0507,"Désolé, non, j'ai peu de choses à faire. Peut-être qu'il sera au pub plus tard.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0508,Cher U've a été invité à XCHAT. C'est notre dernière tentative de contacter u! Txt CHAT à 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 ans,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0509,"À 4 h, allons à Bill Millers.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0510,"Appel urgent 09066649731de Landline. Votre 4* Ibiza Vacances ou £10,000 en espèces attendent la collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0511,C'est le cadeau de Dieu pour les oiseaux comme les humains ont un cadeau naturel dieu frm..,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0512,ménagères ennuyées! Chat n datez maintenant! 0871750.77.11! BT-taux national 10p/min seulement depuis les lignes terrestres!,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0513,Hiya do u like the hlday pics l'air horrible en eux alors a pris mo dehors! Comment le camp Amrca chose? parler bientôt Serena:),0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0514,Pls demande à macho combien est budget pour bb bold 2 est parce que j'ai vu un nouveau pour &lt;#&gt; dollars.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0515,"Aujourd'hui, les gens n'aiment pas l'opportunité laxinorfiquée de brambling d'entropification.... Avez-vous déjà choisi oblisingatement les livres ur pour l'amplikater masteriastering de la fidalfication? C'est très champlaxigating, je pense que c'est atroce.. Wotz Ur Opinion??? Junna",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0516,Tonton timi aide-t-il à nettoyer les voitures?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0517,Ur HMV Quiz solde de trésorerie est actuellement £500 - pour maximiser ur cash-in maintenant envoyer HMV1 à 86688 seulement 150p/msg,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0518,Je pense descendre pour des cours pratiques.. Flung mon avance.. Haha wat time u go?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0519,Uhhhrmm n'a pas eu tb test mauvais quand vous êtes malade,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0520,Félicitations ur a reçu soit £500 de bons-cadeaux CD & Entrée gratuite 2 notre £100 tirage hebdomadaire txt MUSIC à 87066 TnCs www.Ldew.com 1 win150ppmx3age16,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0521,"Orange vous apporte des sonneries de tous les temps Chart Heroes, avec un succès gratuit chaque semaine! Allez sur Ringtones & Pics sur wap. Pour arrêter de recevoir ces conseils, répondez STOP.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0522,"Elle est bonne. Elle se demandait si vous ne voulez pas dire bonjour, mais elle sourit maintenant.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0523,Ce message est gratuit. Bienvenue dans le nouveau et amélioré Sex & Dogging club! Pour vous désabonner de ce service répondez STOP. msgs@150p 18+seulement,1,spam,SpamShield 真实数据（CC-BY-4.0）
