编号,原文（法语）,类型,伪装对象,诈骗手法,判定依据,是否钓鱼,来源,备注
示例124,"Madame, Monsieur,
Notre service procède à une mise à jour générale des dossiers pour particuliers.
Pour celà nous vous prions de nous fournir vos documents personnels afin de les mettre dans votre dossier :
DOCUMENTS DEMANDES:
*Une copie conforme (scannée ou prise en photo) de votre pièce d'identité recto verso:
*Vous devez télécharger l'application mobile officielle Impots.gouv et scanner le code QR ci-joint pour confirmer votre identité",邮件,DGFiP（法国税务总局）,冒充税务总局，以更新档案为由要求提供身份证正反面扫描件并扫码确认身份,税务总局从不通过邮件要求身份证扫描件；骗取身份信息用于后续诈骗,是,https://www.cybermalveillance.gouv.fr/tous-nos-contenus/actualites/hameconnage-impots,A级官方来源；原文截图引用；变体
示例125,"Nous vous informons que vous avez un remboursement en attente d'un montant de 169,20 € sur votre espace personnel.
La carte enregistrée sur votre espace personnel n'a pas été créditée pour le motif suivant :
Le numéro de mobile enregistré sur votre espace personnel ne correspond pas à celui associé à votre compte bancaire.
Détails de remboursement:
Référence : AWL-20/982KDJ
Montant: 169,20 €
Pour accepter le paiement rapide en ligne, cliquez sur le lien suivant et sélectionnez une méthode de remboursement.
Modifier mes informations personnelles.",邮件,Assurance Maladie（法国医保）,冒充医保机构，以退款169.20欧元因手机号不匹配为由，诱导点击链接修改个人信息,精确金额+参考编号制造可信度，医保从不通过邮件通知退款或要求修改手机号,是,https://www.cybermalveillance.gouv.fr/tous-nos-contenus/actualites/hameconnage-assurance-maladie-ameli,A级官方来源；原文截图引用；变体
示例126,"Objet : Suite à une Fraude Identifiée

M. XXXX XXXX

Je me permets de vous contacter en tant que expert contre la fraude pour CyberMalveillance, un service soutenu par le gouvernement français et dédié à l'accompagnement des victimes de cyberfraudes.
Il semblerait que vous ayez été victime d'une arnaque en ligne. Nous souhaitons vous apporter notre aide pour résoudre cette situation et récupérer vos fonds, dans la mesure du possible. Afin d'avancer sur votre dossier, nous avons besoin de quelques informations supplémentaires.",邮件,Cybermalveillance.gouv.fr,冒充Cybermalveillance反欺诈专家，声称受害者曾遭遇诈骗，以追回资金为由要求提供更多信息,发件人为support@gouvfrance.info而非gouv.fr官方域名，典型赔偿诈骗,是,https://www.cybermalveillance.gouv.fr/tous-nos-contenus/actualites/alerte-campagne-de-messages-frauduleux-usurpant-lidentite-de-cybermalveillance-gouv-fr-202412,A级官方来源；原文斜体引用；变体
示例127,Portail.dgfip.finances.fr,邮件,DGFiP（法国税务总局）,伪造发件人显示名为'Portail.dgfip.finances.fr'，冒充税务总局发送钓鱼邮件,税务总局官方域名为dgfip.finances.gouv.fr，此显示名为伪造,是,https://www.cybermalveillance.gouv.fr/tous-nos-contenus/actualites/hameconnage-impots,A级官方来源；原文引号引用；伪造发件人名称
示例128,@impots-gouv.fr,邮件,impots.gouv.fr（法国税务网站）,伪造发件人邮箱后缀为@impots-gouv.fr，冒充税务网站发送钓鱼邮件,官方税务网站域名为impots.gouv.fr而非impots-gouv.fr，连字符变体为典型域名伪造,是,https://www.cybermalveillance.gouv.fr/tous-nos-contenus/actualites/hameconnage-impots,A级官方来源；原文引号引用；伪造域名
示例129,[SERVICES – Clientèle ] Nouveaux services : Votre authentification,邮件,"法国各银行（La Banque Postale, Crédit Agricole等）",以'客户服务-新服务：您的身份验证'为邮件主题，诱骗客户点击链接进行身份验证,冒充银行客户服务部门，以新服务为由要求身份验证，典型DSP2银行钓鱼主题行,是,https://www.cybermalveillance.gouv.fr/tous-nos-contenus/actualites/hameconnage-bancaire-dsp2,A级官方来源；原文引号引用；主题行
示例130,Nouvelle réglementation DSP2,邮件,法国各银行,以'DSP2新法规'为邮件主题，借欧洲支付服务第二指令名义诱导客户更新安全信息,利用真实法规DSP2作为钓鱼借口，银行从不通过邮件通知法规变更,是,https://www.cybermalveillance.gouv.fr/tous-nos-contenus/actualites/hameconnage-bancaire-dsp2,A级官方来源；原文引号引用；主题行
示例131,"Nous avons le plaisir de vous informer du lancement du programme de la Loterie internationale, proposée dans plus d'une douzaine de pays européens. Il s'agit d'un programme de marketing direct qui vise à promouvoir l'image des entreprises participantes, et à remercier les utilisateurs d'Internet pour leur fidélité.
Votre adresse e-mail a été tirée au sort dans une base de données mondiale, parmi 25 000 000 d'adresses e-mail, et figure parmi les 5 000 adresses e-mail chanceuses sélectionnées pour participer à notre tirage au sort.
Votre adresse e-mail a été attribuée au numéro chance : 2-15-18-24-43-8-12, avec le numéro de série 53525/12. Ces numéros vous ont valu de gagner dans la catégorie chance n°2.
Vous vous êtes donc vu attribuer la somme forfaitaire de 860 000 € (Huit cent soixante mille euros), sous le fichier de référence MYG/503/54/78.
Pour réclamer votre gain, veuillez contacter notre agent des réclamations agréé, dès réception de ce message, en lui fournissant vos informations personnelles complètes :",邮件,EuroMillions / MyMillion（欧洲百万彩票）,冒充欧洲百万彩票，声称邮箱被抽中赢得86万欧元，要求联系代理人提供个人信息领奖,未购买彩票却中奖，要求提供个人信息给'授权代理人'，彩票从不通过邮件通知中奖,是,https://www.cybermalveillance.gouv.fr/tous-nos-contenus/actualites/escroqueries-a-la-loterie,A级官方来源；原文截图引用；变体
示例132,"Objet : Règlement loyer

Bonjour,
sauf erreur de notre part, nous restons dans l'attente du règlement de votre loyer mensuel.",邮件,Propriétaire/bailleur / service comptabilité,冒充房东或会计部门，以等待房租缴纳为由催促付款，诱导回复以获取银行信息,邮件无具体房东姓名、地址或租户身份，群发性质；催促付款并要求回复，典型租金转账诈骗,是,https://www.cybermalveillance.gouv.fr/tous-nos-contenus/actualites/escroquerie-detournement-loyer,A级官方来源；原文斜体引用
示例133,"Objet : Re: RELANCE POUR LOYER IMPAYÉ

Bonjour,
A ce jour et sauf erreur de notre part, nous vous rappelons que nous n'avons toujours pas réceptionné votre paiement pour le loyer de ce mois.
Si vous l'avez deja réglé, merci de nous joindre une preuve de paiement (bordereau, ordre de virement).",邮件,Propriétaire/bailleur / service comptabilité,冒充房东催缴欠租，要求提供付款证明，诱导回复以实施进一步诈骗,无具体租赁地址和房东信息，催促提供付款证明，典型租金转账诈骗变体,是,https://www.cybermalveillance.gouv.fr/tous-nos-contenus/actualites/escroquerie-detournement-loyer,A级官方来源；原文斜体引用；变体
示例134,"Objet : Quittance de loyer

Bonjour Mme / Mr
Sauf erreur de notre part, nous restons dans l'attente du règlement de votre loyer mensuel.
Merci de bien vouloir régulariser votre situation à réception de votre mail.
Nous vous informons par la même occasion de la mise à jour de nos coordonnées bancaires.
En vôtre aimable règlement
N'hésitez pas à répondre directement à ce mail pour toute demande d'informations complémentaires.
Vous en souhaitant bonne réception de la présente.
Bien cordialement,",邮件,Propriétaire/bailleur,冒充房东，以等待房租为由通知银行账户信息更新，诱导租户将租金汇至诈骗账户,以银行信息更新为幌子，要求回复邮件，无具体房东身份信息，典型租金转账诈骗,是,https://www.cybermalveillance.gouv.fr/tous-nos-contenus/actualites/escroquerie-detournement-loyer,A级官方来源；原文斜体引用
示例135,"Objet : << RAPPEL DE PAIEMENT >>

Madame, Monsieur,
À ce jour et sauf erreur de notre part, nous vous rappelons que nous n'avions toujours pas réceptionné votre paiement pour le loyer du mois.
En effet, nous venons par ce message vous informer de la mise à jour de nos références bancaire.
Aussi, nous vous remercions de procéder le plus rapidement possible pour régler cette échéance afin de régulariser votre situation…",邮件,Propriétaire/bailleur,冒充房东以付款提醒为由，通知银行账户参考更新，催促尽快付款至新账户,大写<< RAPPEL DE PAIEMENT >>制造紧迫感，通知银行信息更新，典型租金转账诈骗,是,https://www.cybermalveillance.gouv.fr/tous-nos-contenus/actualites/escroquerie-detournement-loyer,A级官方来源；原文斜体引用；变体
示例136,"Objet : Locataire

Bonjour,
pour cette nouvelle année nous vous informons qu'une mise à jour a été effectué au sein de notre établissement de ce fait nous avons apporté quelques changements au niveau de la comptabilité
un nouveau RIB pour les paiements locatifs.
Veuillez confirmer que vous avez bien reçu nos emails afin de vous envoyer vos coordonnées bancaires avant votre prochain paiement mensuel…",邮件,Propriétaire/bailleur / agence immobilière,冒充房东/中介，以新年会计系统更新为由通知新RIB，要求确认收到邮件以发送银行信息,语法错误（'a été effectué au sein de notre établissement'），要求确认收到邮件以继续诈骗，典型租金转账钓鱼,是,https://www.cybermalveillance.gouv.fr/tous-nos-contenus/actualites/escroquerie-detournement-loyer,A级官方来源；原文斜体引用；变体
示例137,"Objet : changement de nos coordonnées bancaires.
Madame, Monsieur,
Nous vous prions de bien vouloir noter le changement de nos coordonnées bancaires. Vous trouverez ci-joint un relevé d'identité bancaire (RIB) d'ici la fin de mois. C'est sur ce compte que nous vous demandons désormais de bien vouloir effectuer vos paiements pour le règlement de votre loyer.
Ps : veuillez confirmer la réception de notre note mail.
Bien reception.
Cordialement
Le service comptabilité",邮件,Service comptabilité du bailleur,冒充房东会计部门，通知银行账户变更并附RIB，要求租户将租金汇至新账户,发件人为service.comptabilite62@gmail.com而非房东官方邮箱，要求确认收到邮件，典型租金转账诈骗,是,https://www.cybermalveillance.gouv.fr/tous-nos-contenus/actualites/escroquerie-detournement-loyer,A级官方来源；原文截图引用
示例138,"De: ""COMPTABILITE.LOYER"" <chenoskidolbe90@gmail.com>
Objet: PAIEMENT.EN.RETARD 🔴
Bonjour,
À ce jour, sauf erreur de notre part, nous restons dans l'attente du règlement de votre loyer.
En effet, conformément au contrat de location signé, l'échéance pour le paiement étant attendu, nous vous remercions de procéder au plus vite au règlement afin de régulariser votre situation de façon amiable.
Nous vous informons par la même occasion de la mise à jour de nos coordonnées bancaires.
N'hésitez pas à répondre directement à ce courrier pour toute demande d'informations complémentaires.
Cordialement,
Service comptabilité",邮件,Service comptabilité du bailleur,冒充房东会计部门，以欠款为由催促付款并通知银行账户更新，使用gmail邮箱,发件人为gmail.com邮箱，使用红色圆圈emoji制造紧迫感，通知银行信息更新，典型租金转账诈骗,是,https://www.cybermalveillance.gouv.fr/tous-nos-contenus/actualites/escroquerie-detournement-loyer,A级官方来源；原文截图引用；变体
示例139,"Windows-Defender - Avertissement de sécurité
L'ACCÈS A CE PC EST BLOQUÉ POUR DES RAISONS DE SÉCURITÉ
Centre de sécurité Windows Defender
Adresse IP: 89.83.xxx
Emplacement: Meudon, France
ISP: Bouygues Telecom SA
L'accès à ce système a été bloqué pour des raisons de sécurité.
Appeler l'assistance Windows: 0970 444 xx
En fermant cette fenêtre, vous mettez vos informations personnelles en danger et votre inscription Windows risque d'être suspendue.",网页,Microsoft Windows Defender,仿冒Windows Defender安全警报弹窗，声称电脑被锁定，显示受害者IP和位置，诱导拨打付费技术支持电话,Microsoft从不通过弹窗显示电话号码；弹窗显示受害者IP和位置制造恐慌，0970号码为付费技术支持诈骗,是,https://www.cybermalveillance.gouv.fr/tous-nos-contenus/fiches-reflexes/arnaques-au-faux-support-technique/bacd4d3a-6d31-42ce-8699-7f60d566b765,A级官方来源；官方截图原文
